year,exam_id,question_id,stage,typeA,examKind,qCategory,qSubcategory
1601,E03ac89341b1b,Q7388f5438482,전시,대과,식년시,策,
1602,Eb5b2914074da,Q0818978a19ae,전시,대과,알성시,論,
1602,Eda219d7a0d7d,Qe2fb03768bb8,전시,대과,별시,策,
1603,E133d636ca66f,Q01faf67b5373,전시,대과,정시,策,
1603,E6a9a5646eb31,Qf13bb316f0aa,복시,대과,식년시,策,
1603,E32f087947f9c,Q8ce1090c5399,초시,소과,식년시,,
1603,Eb24aa2af529f,Q26e899b397c4,초시,소과,식년시,,
1603,E8550323c2f8d,Q783e16263321,복시,소과,식년시,賦,
1603,E8550323c2f8d,Q251840a8d6dc,복시,소과,식년시,詩,
1605,E8d651ae8b359,Q9c84d4192311,초시,소과,증광시,,
1605,E0f1138b9bee9,Qd627edc0cce8,초시,소과,증광시,,
1605,Eebed54d06ab9,Qdd0e986ec3b0,복시,소과,증광시,,
1605,E5c8997611e7b,Q2f85e00a7064,복시,소과,증광시,,
1605,E373cf986d443,Q887a5ed17194,복시,대과,증광시,策,
1605,E319539169860,Q2f55fdb8df89,전시,대과,정시,詔,
1605,E3102e470ddbc,Q431abbd86ac9,전시,대과,별시,策,
1606,E225d2e3017d5,Qe0085ff1c6bb,전시,대과,식년시,,
1606,E88dc9348a4bb,Q1d969ce3ddf1,전시,대과,증광시,,
1606,Efd7732c600ee,Qb3cd26ed5360,초시,소과,증광시,,
1606,Ed005ec05b966,Q752130d357df,초시,소과,증광시,,
1606,E04f003c1db43,Q78dc31880a93,복시,소과,증광시,,
1606,Ebe59d73bfb00,Q8e71585c05a5,복시,소과,증광시,,
1606,E034c5f160693,Qfd84192c8abb,초시,소과,식년시,,
1606,E2351bec37179,Q11d173489c2d,초시,소과,식년시,,
1606,E712b25f0fcde,Qb66c7984dea1,복시,소과,식년시,,
1606,E8135b9773244,Qdd3142f64a4a,복시,소과,식년시,,
1608,E2dd681562d00,Q1ecfc9e98f11,전시,대과,별시,策,
1608,Effe4fd3d8b1e,Qa993834c779f,전시,대과,중시,表,
1609,E09e48225f4a6,Q20919112893c,초시,소과,증광시,,
1609,Ee21b4085ed9e,Qcadab1d5d422,초시,소과,증광시,,
1609,Eba2c21960d27,Qa960fb4c906e,복시,소과,증광시,,
1609,Ef223b86c9ca9,Q1b222c98abe2,복시,소과,증광시,,
1609,E13e57574b187,Qd599690fbafe,전시,대과,증광시,策,
1610,Ea7429a9fd683,Qae6500394300,초시,소과,식년시,,
1610,Ef937b4cd0214,Q866b793db71e,초시,소과,식년시,,
1610,E0b683c30d4e4,Q58df36f0ff8d,복시,소과,식년시,,
1610,E44867b7bc9be,Qbd0ce491bca6,복시,소과,식년시,,
1610,Ec8c9a29dfd3a,Qcc411d298cc4,전시,대과,식년시,策,
1610,E0c83507852c0,Q644b37483a10,전시,대과,알성시,表,
1610,E20da0995f5fe,Q07a21f53da47,전시,대과,별시,策,
1611,E12d81ae36e30,Qce5f8095aac9,전시,대과,별시,策,
1612,Eccc6f9032aeb,Q7dcfc57561fb,초시,소과,식년시,,
1612,E82621f871848,Qe72c50b272ef,초시,소과,식년시,,
1612,Ebe6d07aca9dc,Qf1c208ba681b,복시,소과,식년시,,
1612,E72f45f857d5a,Qea6bb1e34b32,복시,소과,식년시,,
1612,E3706af558751,Q0394cf87d8f5,전시,대과,식년시,策,
1612,E969839071ec3,Q17de55234beb,초시,소과,증광시,,
1612,E9538901ec351,Q09e6a26846c9,초시,소과,증광시,,
1612,Eba16435eca3e,Q2abecba2c09f,복시,소과,증광시,,
1612,Ece3326181198,Q9c1574dd8376,복시,소과,증광시,,
1612,E0501edaca1e2,Q989fe5649793,전시,대과,증광시,策,
1613,E5dfd11ea9904,Qcd77e7305b20,전시,대과,알성시,頌,
1613,E11602e0acaf0,Qde3eda8baf43,초시,소과,증광시,,
1613,Ee82df0a54c29,Q1588f4318761,초시,소과,증광시,,
1613,E9d36d03172ef,Q5194869d9703,복시,소과,증광시,,
1613,E5a4d5a8d11c9,Q0d8271082b0a,복시,소과,증광시,,
1613,E9fa5daa40bd8,Q752503bdd5b1,전시,대과,증광시,策,
1614,Edb9dc4cbef7f,Qe12494d39ffb,전시,대과,전주별시,策,
1615,E505f485f5d84,Qcba3f6baf357,초시,소과,식년시,,
1615,Edda241658ea9,Q693ede50fff1,초시,소과,식년시,,
1615,E4f0e4e36bb35,Qa5a1023cc9bb,복시,소과,식년시,,
1615,E5619a9bf0416,Qe05fd4c94720,복시,소과,식년시,,
1615,E0b78f809e0a5,Qbf369f6ddbad,전시,대과,식년시,,
1615,E40aa099adacd,Qc3819047b2e5,전시,대과,알성시,表,
1616,Ea3ed57b9e499,Q8ac613792000,초시,소과,증광시,,
1616,E36028b3710d7,Q68b6b9296535,초시,소과,증광시,,
1616,E8ce9cc67ad00,Qb0550a632447,복시,소과,증광시,,
1616,E1d77acc0cf56,Qfc33fe69350c,복시,소과,증광시,,
1616,Ee38d13769307,Qa3b749182c35,전시,대과,증광시,策,
1616,E7cc39d35d7b3,Qbde61d39e812,전시,대과,알성시,表,
1616,E3023e3f29d59,Qbd203a887ebb,전시,대과,중시,表,
1616,E6dc7e7a3803e,Q6a9846d75c29,전시,대과,별시,策,
1617,E77203d2ed7e6,Q4f820f764f22,전시,대과,알성시,箋,
1617,E478ed4ed2907,Q8cd34a0d30ac,초시,소과,증광시,,
1617,E5b2a67272c11,Qcf7d0787f2ff,초시,소과,증광시,,
1617,E0c9bff9aa2bf,Q51ac0ee62815,복시,소과,증광시,,
1617,Ec462c58b0fec,Q1ae5d32567cc,복시,소과,증광시,,
1618,E36a7992b2a20,Q3400f1c8231f,전시,대과,정시,表,
1618,E8e0c4148c5b3,Qc96222b9cdd4,초시,소과,식년시,,
1618,E65f8e8f1ebe4,Qe8c89dd69375,초시,소과,식년시,,
1618,Eed917be2405c,Qd900e1f87642,복시,소과,식년시,,
1618,E111308216a0e,Qfc516c00d531,복시,소과,식년시,,
1618,E20c33a13b34e,Qb27d407cc6c1,전시,대과,증광시,策,
1619,E4f4b9acaad07,Q080bc621244e,전시,대과,수원개성별시,策,
1619,E7784a66a07fa,Q0711d76a3102,전시,대과,알성시,箋,
1619,Ee0d2872fc64a,Q79d345f750c7,전시,대과,정시,表,
1620,E4726970ba8fe,Q24a4d8db013d,전시,대과,정시,表,
1621,E02c30fda5579,Q575f5f31d994,전시,대과,정시,箋,
1621,Ea67929311d4f,Q2ffeefc87220,전시,대과,알성시,表,
1621,E81c8558b9862,Q1fe3eb932f9c,전시,대과,별시,,
1623,Eeb31c0b5fdee,Q4f046359a6bb,전시,대과,알성시,箴,
1623,Eab53a23fadce,Qb193dc48182e,전시,대과,정시,策,
1623,E2586b53877fd,Qa6bb35cb4822,전시,대과,개시,策,
1624,E19a0d9ac0657,Q17deb3cd7e35,전시,대과,공주정시,表,
1624,E57d57b8743ba,Qd846c11382d0,전시,대과,별시,表,
1624,Edfa3ab2216dd,Qe7270ec77632,초시,소과,증광시,詩,
1624,E791ff4b50a6e,Q6829e22b7c3e,초시,소과,증광시,詩,
1624,Efef6934b655f,Qc6f4ac250472,복시,소과,증광시,賦,
1624,E8fe47730639b,Qe90eae9844fc,복시,소과,증광시,賦,
1624,E1b548bde394e,Qb61ab5b593b2,전시,대과,증광시,策,
1624,Eec91670a3c1e,Qffc6521a314b,초시,소과,식년시,,
1624,Ef1a3d9467671,Q2ef50dea9035,초시,소과,식년시,,
1624,Ecd8aa1be789f,Q28f6eaa9b3cc,복시,소과,식년시,,
1624,E16f3585ba60f,Qd31388b3283f,복시,소과,식년시,,
1624,Ea8634b951363,Q15637ce69f17,전시,대과,알성시,表,
1624,Ee68cff1b8ec9,Q86a5dae1c1e0,전시,대과,식년시,策,
1625,Ed1c339706531,Q315038f6ded7,전시,대과,별시,策,
1626,Ec3eb824b5536,Qe6c033fe2085,전시,대과,별시,策,
1626,E4077941b35f4,Q1893f5c31c64,전시,대과,정시,箴,
1626,Eaa5f4c16ba71,Q0364f9624d82,전시,대과,중시,表,
1627,Eb340e5f5bda6,Qd47669df1f33,전시,대과,전주별시,箴,
1627,E77edb4f3c7a8,Q48e07e3b61c4,전시,대과,강화정시,頌,
1627,Ef491a2f708f6,Qf0e1acd579ce,전시,대과,정시,論,
1627,E3c9c981ebed8,Qe20092462b1e,초시,소과,식년시,,
1627,E7137b45071dc,Qbc9a571eafe9,초시,소과,식년시,,
1627,E39ebea0831cb,Q96aa686dafa3,복시,소과,식년시,,
1627,E0fba2203ba3d,Qb569cf18c649,복시,소과,식년시,,
1627,E6efce3b47ff9,Qf8e5ab864d2b,전시,대과,식년시,策,
1628,E77e58681c720,Q7311c8dc605f,전시,대과,별시,策,
1628,E7dfa9e55008a,Q29e43d94cb81,전시,대과,알성시,表,
1629,E9c9654999232,Q9af435750569,전시,대과,별시,策,
1629,Ea67e6326025f,Q661a0615eef3,전시,대과,정시,頌,
1630,Ece067c356cef,Qf704f168f6c5,초시,소과,식년시,,
1630,E1d9b51571189,Qa9ebd3589e34,초시,소과,식년시,,
1630,E681acebeed3a,Q64c5eb42afbc,복시,소과,식년시,賦,
1630,E681acebeed3a,Q70c5d5742b5d,복시,소과,식년시,詩,
1630,Ea29875ba9ba2,Q580ba9f262b1,전시,대과,식년시,策,
1630,Ec2e22d30c426,Q980e7eee4f99,전시,대과,별시,策,
1631,E72daab7fb890,Qa011ef860d01,전시,대과,별시,策,
1632,E37da8e2de616,Q297216308d06,전시,대과,알성시,銘,
1633,Eb31bfec24bb6,Qae2a4131b062,초시,소과,증광시,,
1633,Efde338807787,Qf316a2055327,초시,소과,증광시,,
1633,E5d34636f4e5d,Q78d4648265c4,복시,소과,증광시,,
1633,E230586c394ec,Qb01ef85a43d3,복시,소과,증광시,,
1633,E0d5d2ad3269c,Q0bb5c757b0ce,전시,대과,증광시,策,
1633,E9416b0111afa,Qb3429ac5380c,초시,소과,식년시,,
1633,Ea0e91201e572,Qf3d76ef9ea30,초시,소과,식년시,,
1633,E0136dd22932d,Qc341a859341d,복시,소과,식년시,,
1633,E84801e5b60db,Q59bbad3bb762,복시,소과,식년시,,
1633,Ec5956f366f26,Q31c1aebaa4f6,전시,대과,식년시,,
1634,E44f645b5e9d6,Qe7765662caa0,전시,대과,별시,策,
1635,E1fa15ce73058,Q4b0ce450eb49,전시,대과,알성시,箴,
1635,Eb35af0d975ea,Qa003c9d9df3e,초시,소과,증광시,,
1635,Ee0accccb8e31,Qc2d8ec0b5773,초시,소과,증광시,,
1635,Efe1e35900db2,Qa7855ccd7ae3,복시,소과,증광시,,
1635,E427cd06af140,Q23e7f6bc92d0,복시,소과,증광시,,
1635,Eba0c4b88f147,Qcd2f4d45a93a,전시,대과,증광시,策,
1636,Edbe103c83f6c,Qd6c3a5da88f3,전시,대과,별시,策,
1636,E770a1d046975,Q8e3abe70e075,전시,대과,중시,表,
1637,E2bac13962296,Qc672a739b7c3,전시,대과,정시,詔,
1637,Ecfca064ad9d0,Q7fcc88ebfeb2,전시,대과,별시,論,
1638,E6f6863cd3544,Q10de996cf57c,전시,대과,정시,表,
1639,Ee1a1854f6560,Qffd1460cc5cc,전시,대과,알성시,表,
1639,E5d3826cf4190,Q0735ceea84cb,초시,소과,식년시,,
1639,Ee92024321ebc,Qbac4ca99f824,초시,소과,식년시,,
1639,E4bf22d9eee49,Q67cf0e01b346,복시,소과,식년시,,
1639,E170216cf51eb,Qe54f350f6a74,복시,소과,식년시,,
1639,E4622d0ce6252,Q900fd29b54f9,전시,대과,별시,策,
1639,Ecaca86781919,Qf7cc01cdac55,전시,대과,식년시,,
1641,Ee7932417cf0c,Q9c5265041818,전시,대과,정시,表,
1642,E2b69098d0d7b,Qc7525b0589a6,초시,소과,식년시,,
1642,Ed70354299afa,Q15340da818f6,초시,소과,식년시,,
1642,E64c587d30fc6,Qfaf5559a32e3,복시,소과,식년시,賦,
1642,E64c587d30fc6,Q2759d59643be,복시,소과,식년시,詩,
1642,E3362806a70a6,Qd9028d3b4665,복시,소과,식년시,,
1642,E2dd593c060ea,Qae1d347e96c0,전시,대과,식년시,策,
1642,Ecc52bc1b3cd6,Qf6f6c026aec1,전시,대과,정시,箴,
1643,E9858310001bb,Q573da62df0b5,전시,대과,관서별시,,
1644,Ecda37105b3ba,Q7debbbd755b1,전시,대과,정시,表,
1644,Edced896ba638,Qa9440c942816,전시,대과,별시,策,
1645,Eda69d77763e5,Q3dc22045956a,전시,대과,별시,策,
1646,E3535f14fdbb3,Qc11bdd52f219,초시,소과,식년시,,
1646,Ec868c217612e,Qa5d5770c2b9e,초시,소과,식년시,,
1646,E633ddc87889b,Q89c928fa7d06,복시,소과,식년시,,
1646,E5ddd8abb2268,Q0467a634754d,복시,소과,식년시,,
1646,Ebb1c83ac0338,Q6333edb0db50,전시,대과,식년시,,
1646,E44c8552a2021,Qa1109d957e2a,전시,대과,중시,表,
1646,E094e03ca4290,Q50f97cba7042,전시,대과,정시,賦,
1648,E996f8e1de0ed,Q53f0bdba6371,초시,소과,식년시,,
1648,E0992c3389e60,Q5351a6ba64fe,초시,소과,식년시,,
1648,Ed88e115a8521,Q3cbecefa23ac,복시,소과,식년시,賦,
1648,Ed88e115a8521,Q67987dea38c8,복시,소과,식년시,詩,
1648,E41c87a265d8d,Q333ed441af0c,복시,소과,식년시,疑,
1648,E41c87a265d8d,Qa1a7bc882e42,복시,소과,식년시,義,
1648,E94e76fd8cbb3,Q847d9d89e0b2,전시,대과,정시,表,
1648,E229e41bfa8e5,Q7c37aeb68611,전시,대과,식년시,,
1649,E0227d3f64b91,Qd1c83de26b22,전시,대과,별시,策,
1649,Ee6e66a267f93,Q7f81415fee7d,전시,대과,정시,表,
1650,E3d58d84cf7fd,Q299b80062c63,초시,소과,증광시,,
1650,Ec2c2797b241a,Q23dd2cfd9a47,초시,소과,증광시,,
1650,E1be41b904d94,Q69158ecea995,복시,소과,증광시,,
1650,E118c18344737,Q01faa7df6fc7,복시,소과,증광시,,
1650,E93d31fdfbfd3,Q6f1e4ebccfa0,전시,대과,증광시,,
1651,E2fd1b6d1ae34,Q39da71718d36,전시,대과,정시,賦,
1651,E96b4c9f42c7b,Q7e28553e25b3,초시,소과,식년시,,
1651,E9f62d680b092,Qf5f495d5678a,초시,소과,식년시,,
1651,E581fe69c9fd6,Qd91b63d750e9,복시,소과,식년시,詩,
1651,E581fe69c9fd6,Q37c935e7535c,복시,소과,식년시,賦,
1651,E0ce578be1012,Qab6daefc0334,복시,소과,식년시,疑,
1651,E0ce578be1012,Q04bff7e98856,복시,소과,식년시,義,
1651,E0ce578be1012,Q076934079a7e,복시,소과,식년시,詩義,
1651,E22a34e8c0455,Q27433b26c10e,전시,대과,식년시,表,
1651,E21bb09b65c85,Q2816530b80d5,전시,대과,알성시,銘,
1651,Ef1e738b77dd7,Q5e9f73c10a45,초시,대과,별시,論,
1651,E4f995b0cd8a3,Q6064dc1a3979,초시,대과,별시,表,
1651,Ee54787e7250e,Qb4ad266dcc82,전시,대과,별시,策,
1652,Eb85d4c9859cf,Q1ad1bf9edf0c,전시,대과,증광시,策,
1652,E2633e1f858c1,Q83e3832d1ff6,초시,소과,증광시,,
1652,Ecc79aa61709b,Q6ed6e798528b,초시,소과,증광시,,
1652,E65a7883b23f9,Q2742f8ed9e76,복시,소과,증광시,詩,
1652,E65a7883b23f9,Q7db07f675e0e,복시,소과,증광시,賦,
1652,E882b70f6464d,Q641374d5c26f,복시,소과,증광시,疑,
1652,E882b70f6464d,Qeacb31fd532f,복시,소과,증광시,義,
1653,E6687ab50a1a2,Qfdaf80b8f063,전시,대과,알성시,表,
1653,Efc42087388a7,Qaf2a7a97f10d,초시,대과,별시,論,
1653,Edd9cea90dca8,Qbf1218b188dd,초시,대과,별시,賦,
1653,E8ace2e3a15b2,Qcf0bc26ef54f,전시,대과,별시,策,
1654,Efa87af57cf45,Qe24c481bb405,전시,대과,춘당대시,表,
1654,E48b42943787c,Q781681358bd4,초시,소과,식년시,,
1654,E7ce9bc988253,Q6aab7482db9f,초시,소과,식년시,,
1654,E9947b22e1804,Q722415569b2e,복시,소과,식년시,,
1654,E711d3ccab228,Qb962748b4741,복시,소과,식년시,,
1654,E54f6b74f0ce4,Qa944c7b3cfc4,전시,대과,식년시,策,
1655,E1d88dc3bafcc,Q0d10f562e573,전시,대과,춘당대시,賦,
1656,E46fe2b096ab4,Qe8fe6042eaa0,전시,대과,별시,策,
1656,Ee0bf2d7e2aab,Q17796b8a4fe0,전시,대과,중시,表,
1657,E9f9eeafb7fbf,Q18293f124118,초시,소과,식년시,,
1657,Ef2c3efdac2ba,Q36999b4600bf,초시,소과,식년시,,
1657,E6c07add608ef,Q36bbde154768,복시,소과,식년시,,
1657,E50fcc9a31673,Qfea1dac1d149,복시,소과,식년시,,
1657,Ec1938154b885,Q88c0ad3e61fe,전시,대과,식년시,,
1657,E5d6445dfbb6e,Qa85a35993a55,전시,대과,알성시,表,
1660,E127260d6eb60,Q92bb45685819,초시,소과,식년시,,
1660,E55cabeb1da7a,Q5532f809a531,,,,,
1660,E07ecdc53df8c,Q862d58fcf7ef,복시,소과,식년시,賦,
1660,E07ecdc53df8c,Q323855a06fc9,복시,소과,식년시,詩,
1660,E6f7416f137dd,Q33d8acafa70e,복시,소과,식년시,疑,
1660,E6f7416f137dd,Qf1ceb8b0ba43,복시,소과,식년시,禮義,
1660,E6f7416f137dd,Q84df83e734b7,복시,소과,식년시,詩義,
1660,E2342b46c1ed1,Q76275f834188,전시,대과,식년시,策,
1660,E4e196650c496,Q413df13817b0,초시,소과,증광시,,
1660,E3af169118d42,Qdd379a578773,초시,소과,증광시,,
1660,E204902cf0d61,Q093490a2071a,복시,소과,증광시,詩,
1660,E204902cf0d61,Q7572d2d92054,복시,소과,증광시,賦,
1660,E62e68e4720a0,Qad9b142255a1,복시,소과,증광시,疑,
1660,E62e68e4720a0,Q4c84bf174e8d,복시,소과,증광시,禮義,
1660,E62e68e4720a0,Qbd5db73f8c13,복시,소과,증광시,易義,
1660,E06833cb562b3,Qbcf1ce108df8,전시,대과,증광시,表,
1661,Ec9b6f079d198,Qe7e1d09e8dc0,초시,소과,증광시,,
1661,Ec5e3b1f63f39,Q030b44c70ad1,초시,소과,증광시,,
1662,E5f47f60bce54,Q26d99413ff3b,복시,소과,증광시,,
1662,E416acedb5789,Q56575a2f40a8,복시,소과,증광시,,
1662,E835038b9cf43,Qa42e973ed25b,전시,대과,증광시,箋,
1662,E69e9bf61157f,Qb03b7efd4a6f,전시,대과,정시,表,
1662,Ed11f2a44d326,Qcc08aa537bb0,초시,소과,식년시,,
1662,E0c4b805cee2a,Q112d6575246c,초시,소과,식년시,,
1663,Ecb9bbc2ed0d0,Q13156ae25458,복시,소과,식년시,賦,
1663,Ecb9bbc2ed0d0,Q90bc22b35232,복시,소과,식년시,詩,
1663,E045014485dab,Q70eb37c5f2a7,복시,소과,식년시,疑,
1663,E045014485dab,Qe73ca299382e,복시,소과,식년시,書義,
1663,E045014485dab,Q765f981bf7fa,복시,소과,식년시,詩義,
1663,Eb5d61b7d8b1f,Qf2cdb6e0e5c0,전시,대과,식년시,箴,
1664,Ed50312872a65,Q299b14f74a5a,전시,대과,춘당대시,銘,
1664,E47ee4ad3245b,Q7be1c94cc49c,전시,대과,함경도별시,賦,
1665,E0f8e52942c1b,Qc07eaf45ff1e,전시,대과,정시,表,
1665,E9ecad0fdaebe,Q4b486d9b0702,전시,대과,온양정시,論,
1665,E97e3bd61aa9b,Qdb42287609f5,전시,대과,별시,論,
1666,E93c6ac7d07fb,Qf8d5977576b2,초시,소과,식년시,,
1666,E0f95ea9f590f,Q393c5bf04c54,초시,소과,식년시,,
1666,E8dbca91ecba0,Q8c3fda4acbd2,복시,소과,식년시,賦,
1666,E8dbca91ecba0,Qde4ec2d0dc09,복시,소과,식년시,詩,
1666,E929a4e9645cc,Q7a18e7056bca,복시,소과,식년시,疑,
1666,E929a4e9645cc,Q28add9f5c625,복시,소과,식년시,禮義,
1666,E929a4e9645cc,Qaa9c6f46f0bd,복시,소과,식년시,書義,
1666,E580dbb0915d4,Q5b4cd3ebeab2,전시,대과,식년시,表,
1666,E7afec3afc8ea,Qa882ab4cd170,전시,대과,온양별시,策,
1666,Eb3555e4fa663,Qa482803b3d4a,전시,대과,별시,策,
1666,E9c9cbe0f12cc,Q84cde769b55f,전시,대과,중시,表,
1668,E6148c61b32e0,Q2ce8ed6c0771,전시,대과,별시,策,
1668,E40b2a71ff2fa,Qf2ff7f0b087a,전시,대과,정시,制,
1669,Ec02af0ee227b,Q8ff99f58d86e,전시,대과,평안도별시,賦,
1669,E580e73a50fd2,Qd438e46650a6,초시,소과,식년시,,
1669,E8d3453b9d7cf,Q8e431068b765,초시,소과,식년시,,
1669,E8fae7f4674a5,Q863089ccbe6c,복시,소과,식년시,賦,
1669,E8fae7f4674a5,Q258e6257448e,복시,소과,식년시,詩,
1669,Ea10166e49b66,Q13848f0ec655,복시,소과,식년시,疑,
1669,Ea10166e49b66,Qfcfded92e6f0,복시,소과,식년시,易義,
1669,Ea10166e49b66,Q23bd8674f75f,복시,소과,식년시,詩義,
1669,E03b9b575235a,Q62b9f6c8580e,전시,대과,식년시,策,
1669,Ee6cc663caf09,Q326c0c2e1595,전시,대과,정시,賦,
1670,Ee37b89aef798,Q15eb52c5da08,전시,대과,별시,策,
1671,E94f8bf85fc6e,Q081421ee5b81,전시,대과,정시,賦,
1672,E2578f056c9af,Q3015d4a71f03,전시,대과,별시,策,
1672,Efadfb1ec7123,Qfac678d7a19c,초시,소과,식년시,,
1672,E30f0f957fcff,Q1736885778b5,초시,소과,식년시,,
1673,E7cd8606f95d3,Q9674932b6b43,복시,소과,식년시,賦,
1673,E7cd8606f95d3,Q73b786b20631,복시,소과,식년시,詩,
1673,E30b554652605,Q39c3f34a935c,복시,소과,식년시,疑,
1673,E30b554652605,Qf17ebcffef74,복시,소과,식년시,易義,
1673,E7590f16bc4f3,Qb5c152f390aa,전시,대과,춘당대시,銘,
1673,E0ea257803c41,Q02d2cdf7bd45,전시,대과,식년시,賦,
1675,Ee6c1e8ca96e1,Q112b7cb09707,초시,소과,식년시,,
1675,E66226e8237f4,Qa7ccd97f88e4,초시,소과,식년시,,
1675,Edaa7e2108dd2,Q5185fa23f863,복시,소과,식년시,賦,
1675,Edaa7e2108dd2,Q9bb71914fde8,복시,소과,식년시,詩,
1675,Ef1842783b9b5,Q7c23a2675a2f,복시,소과,식년시,疑,
1675,Ef1842783b9b5,Q6b8c61e029dc,복시,소과,식년시,禮義,
1675,E5b1a5d78556f,Q6d2966b46601,전시,대과,식년시,表,
1675,E618700ff0838,Qacc1538b8948,초시,소과,증광시,,
1675,Edfbc84b3de83,Qfe3d1449fca7,초시,소과,증광시,,
1675,E6271fc8b0a2d,Qff7293a13045,복시,소과,증광시,賦,
1675,E6271fc8b0a2d,Qaaee5518c410,복시,소과,증광시,詩,
1675,E6eaad6cd88b4,Q2d749a0a5bcf,복시,소과,증광시,疑,
1675,E6eaad6cd88b4,Qb6cf4cc1b567,복시,소과,증광시,書義,
1675,E6eaad6cd88b4,Q2fbc3a1aac10,복시,소과,증광시,禮義,
1675,E6612a593907b,Qa466ec048853,전시,대과,증광시,賦,
1676,E83269b238def,Q7c557ab14131,전시,대과,정시,表,
1676,Ee1665c1507b9,Qa259e2915aa5,초시,소과,증광시,,
1676,Ef5230a806d79,Q474f7f665348,초시,소과,증광시,,
1677,E74f9bff48190,Qb39752051ad1,복시,소과,증광시,賦,
1677,E74f9bff48190,Qa4080c7646a1,복시,소과,증광시,詩,
1677,Ed719faf84d27,Q68fd2542725c,복시,소과,증광시,疑,
1677,Ed719faf84d27,Q834195ad7200,복시,소과,증광시,書義,
1677,Ed719faf84d27,Q69140cf979ac,복시,소과,증광시,禮義,
1677,E1aff32ef80ba,Q797ef544d5d1,전시,대과,알성시,銘,
1678,E57626dc1b78d,Q918568731d0b,전시,대과,증광시,表,
1678,E192cff7b4ca8,Q4bd892052f70,전시,대과,정시,賦,
1679,E6739ff73e052,Q741e231d14f4,전시,대과,정시,箋,
1679,E4f3a5c68d5c2,Q5e76e1170886,전시,대과,중시,表,
1679,Ed9aeb8fff3b5,Q8e96f9fd553b,초시,소과,식년시,,
1679,E26486e716127,Qbe72e936c755,초시,소과,식년시,,
1679,Eab033bf1bc90,Qe39f366a4242,복시,소과,식년시,,
1679,E197e31168c31,Q433179b2d72d,복시,소과,식년시,,
1679,E52e751e409b1,Q0fe8bf3f3666,전시,대과,식년시,表,
1680,Ef4455e20b2fa,Qffa100b2caa7,전시,대과,춘당대시,表,
1680,E529fa8563b7b,Qfc97dc59841c,전시,대과,정시,表,
1680,E45d52bcf07f3,Qc9c479997497,전시,대과,별시,策,
1681,Ec5b21a9435b3,Q4439e025769e,전시,대과,알성시,表,
1681,E0f81b915048d,Q22e86abf223c,초시,소과,식년시,,
1681,E3c15c09c2c85,Q6f92481d206e,초시,소과,식년시,,
1681,E2812019548c9,Q99981b824fab,복시,소과,식년시,賦,
1681,E2812019548c9,Q73bf304c60a2,복시,소과,식년시,詩,
1681,Ed5c387b7a87a,Q1e1e41fbc184,복시,소과,식년시,疑,
1681,Ed5c387b7a87a,Q147f00b3476a,복시,소과,식년시,易義,
1681,E79dd9642b572,Q0b54ec9a8810,전시,대과,식년시,策,
1682,E239d198cca8a,Q990ad7b327ac,전시,대과,춘당대시,表,
1682,Ee74b0aaf1e2f,Qae2e1eedb6ea,초시,소과,증광시,,
1682,Ef2e738a2858f,Q22c1db13e1a4,초시,소과,증광시,,
1682,E0620c41c68d6,Q433857b05b64,복시,소과,증광시,賦,
1682,E0620c41c68d6,Q6458a6845063,복시,소과,증광시,詩,
1682,Ec1b37b347fcf,Q226932e0870a,복시,소과,증광시,疑,
1682,Ec1b37b347fcf,Q9042b393c567,복시,소과,증광시,易義,
1682,Ec1b37b347fcf,Q6d3fa65ee775,복시,소과,증광시,禮義,
1682,E8f1355edc81a,Q4e5fd890847e,전시,대과,증광시,策,
1683,Ee4414bda9d37,Q3aabeaf3cb43,초시,소과,증광시,,
1683,Eb02f39311e99,Qc9a74dbdd7ff,초시,소과,증광시,,
1683,Ed19671e08a22,Qd7b3e913ec52,복시,소과,증광시,賦,
1683,Ed19671e08a22,Qde8aa2420113,복시,소과,증광시,詩,
1683,E932917edf238,Q2648f67f3c76,복시,소과,증광시,疑,
1683,E932917edf238,Qdedd44b41f08,복시,소과,증광시,易義,
1683,E932917edf238,Q1b901ee87335,복시,소과,증광시,禮義,
1683,E592213e6276e,Q2d3b69384481,전시,대과,증광시,箴,
1684,E74f25df3f30c,Q25e813369399,전시,대과,정시,表,
1684,Ef2cb2ee788f3,Q692947b298f7,초시,소과,식년시,,
1684,E7bc3a7198d9f,Qf9da773af7f3,초시,소과,식년시,,
1684,Ec45a932f56df,Q7cf503f04b4c,복시,소과,식년시,賦,
1684,Ec45a932f56df,Q943ce4eb172b,복시,소과,식년시,詩,
1684,E8221cefeb32a,Q8a276cb7038c,복시,소과,식년시,疑,
1684,E8221cefeb32a,Q6b05b8fb5a2e,복시,소과,식년시,禮義,
1684,E8221cefeb32a,Q2cced3d3db0b,복시,소과,식년시,詩義,
1684,E0b7729a323fc,Qb3435acfe486,전시,대과,식년시,賦,
1686,E5631bf91fe80,Q86a5751fed60,전시,대과,알성시,表,
1686,Ea3fc36264c8c,Qea31cfbec47f,전시,대과,별시,表,
1686,E2391dae7cbc9,Qc043d2f6075a,전시,대과,중시,表,
1686,Edc519c5b1bcb,Q5d4578ebd9a3,전시,대과,함경도별시,賦,
1686,E9490235908d8,Qb6773e1bf811,전시,대과,정시,表,
1687,E2a2291d91ac4,Q3ee3da5df5cd,초시,소과,식년시,,
